English,Hindi,Kaithi
I just cut my finger,मैंने अपनी ऊँगली काट ली।,𑂧𑂶𑂁𑂢𑂵 𑂃𑂣𑂢𑂲 𑂈𑂀𑂏𑂪𑂲 𑂍𑂰𑂗 𑂪𑂲।
I know why he did it,मुझे पता है उसने क्यों किया था।,𑂧𑂳𑂕𑂵 𑂣𑂞𑂰 𑂯𑂶 𑂇𑂮𑂢𑂵 𑂍𑂹𑂨𑂷𑂁 𑂍𑂱𑂨𑂰 𑂟𑂰।
I live in a big city,मैं बड़े शहर में रहता हूँ।,𑂧𑂶𑂁 𑂥𑂙़𑂵 𑂬𑂯𑂩 𑂧𑂵𑂁 𑂩𑂯𑂞𑂰 𑂯𑂴𑂀।
I lost consciousness,मैं बेहोशी में चला गया।,𑂧𑂶𑂁 𑂥𑂵𑂯𑂷𑂬𑂲 𑂧𑂵𑂁 𑂒𑂪𑂰 𑂏𑂨𑂰।
I lost consciousness,मैं बेहोश हो गया।,𑂧𑂶𑂁 𑂥𑂵𑂯𑂷𑂬 𑂯𑂷 𑂏𑂨𑂰।
I meant it as a joke,मैंने तो मज़ाक के तौर पर कहा था।,𑂧𑂶𑂁𑂢𑂵 𑂞𑂷 𑂧𑂔़𑂰𑂍 𑂍𑂵 𑂞𑂸𑂩 𑂣𑂩 𑂍𑂯𑂰 𑂟𑂰।
I meant it as a joke,मैंने तो मज़ाक समझकर बोला था।,𑂧𑂶𑂁𑂢𑂵 𑂞𑂷 𑂧𑂔़𑂰𑂍 𑂮𑂧𑂕𑂍𑂩 𑂥𑂷𑂪𑂰 𑂟𑂰।
I met Mary yesterday,मैं कल मेरी से मिला था।,𑂧𑂶𑂁 𑂍𑂪 𑂧𑂵𑂩𑂲 𑂮𑂵 𑂧𑂱𑂪𑂰 𑂟𑂰।
I think you're right,मेरे ख़याल से तुम सही हो।,𑂧𑂵𑂩𑂵 𑂎़𑂨𑂰𑂪 𑂮𑂵 𑂞𑂳𑂧 𑂮𑂯𑂲 𑂯𑂷।
I want my money back,मुझे अपने पैसे वापस चाहिए।,𑂧𑂳𑂕𑂵 𑂃𑂣𑂢𑂵 𑂣𑂶𑂮𑂵 𑂫𑂰𑂣𑂮 𑂒𑂰𑂯𑂱𑂉।
I will come with you,मैं तुम्हारे साथ आऊँगा।,𑂧𑂶𑂁 𑂞𑂳𑂧𑂹𑂯𑂰𑂩𑂵 𑂮𑂰𑂟 𑂄𑂈𑂀𑂏𑂰।
I'll admit I'm wrong,मैं मानता हूँ कि मैं ग़लत था।,𑂧𑂶𑂁 𑂧𑂰𑂢𑂞𑂰 𑂯𑂴𑂀 𑂍𑂱 𑂧𑂶𑂁 𑂏़𑂪𑂞 𑂟𑂰।
I'll never come back,मैं कभी वापस नहीं आऊँगा।,𑂧𑂶𑂁 𑂍𑂦𑂲 𑂫𑂰𑂣𑂮 𑂢𑂯𑂲𑂁 𑂄𑂈𑂀𑂏𑂰।
I'm allergic to fish,मुझे मछली से एलर्जी है।,𑂧𑂳𑂕𑂵 𑂧𑂓𑂪𑂲 𑂮𑂵 𑂉𑂪𑂩𑂹𑂔𑂲 𑂯𑂶।
I've lost my glasses,मेरा चश्मा खो गया है।,𑂧𑂵𑂩𑂰 𑂒𑂬𑂹𑂧𑂰 𑂎𑂷 𑂏𑂨𑂰 𑂯𑂶।
I've lost my glasses,मेरे चश्मे खो गए हैं।,𑂧𑂵𑂩𑂵 𑂒𑂬𑂹𑂧𑂵 𑂎𑂷 𑂏𑂉 𑂯𑂶𑂁।
I've made a decision,मैं फ़ैसला कर चुका हूँ।,𑂧𑂶𑂁 𑂤़𑂶𑂮𑂪𑂰 𑂍𑂩 𑂒𑂳𑂍𑂰 𑂯𑂴𑂀।
Is he reading a book,वह किताब पढ़ रहा है क्या?,𑂫𑂯 𑂍𑂱𑂞𑂰𑂥 𑂣𑂛़ 𑂩𑂯𑂰 𑂯𑂶 𑂍𑂹𑂨𑂰?
Is it open on Sunday,रविवार को खुला होता है क्या?,𑂩𑂫𑂱𑂫𑂰𑂩 𑂍𑂷 𑂎𑂳𑂪𑂰 𑂯𑂷𑂞𑂰 𑂯𑂶 𑂍𑂹𑂨𑂰?
Is the phone ringing,फ़ोन बज रहा है क्या?,𑂤़𑂷𑂢 𑂥𑂔 𑂩𑂯𑂰 𑂯𑂶 𑂍𑂹𑂨𑂰?
It is already eleven,ग्यारह बज चुके हैं।,𑂏𑂹𑂨𑂰𑂩𑂯 𑂥𑂔 𑂒𑂳𑂍𑂵 𑂯𑂶𑂁।
It is free of charge,यह मुफ़्त का है।,𑂨𑂯 𑂧𑂳𑂤़𑂹𑂞 𑂍𑂰 𑂯𑂶।
It's an easy victory,यह जीत तो बहुत आसान थी।,𑂨𑂯 𑂔𑂲𑂞 𑂞𑂷 𑂥𑂯𑂳𑂞 𑂄𑂮𑂰𑂢 𑂟𑂲।
Let me take you home,मुझे तुम्हें घर लेजाने दो।,𑂧𑂳𑂕𑂵 𑂞𑂳𑂧𑂹𑂯𑂵𑂁 𑂐𑂩 𑂪𑂵𑂔𑂰𑂢𑂵 𑂠𑂷।
Lincoln died in 1865,लिंकन की मौत १८६५ में हुई थी।,𑂪𑂱𑂁𑂍𑂢 𑂍𑂲 𑂧𑂸𑂞 १८६५ 𑂧𑂵𑂁 𑂯𑂳𑂆 𑂟𑂲।
Please do it quickly,जल्दी कीजिए।,𑂔𑂪𑂹𑂠𑂲 𑂍𑂲𑂔𑂱𑂉।
Please shut the door,दरवाज़े को बंद कर दीजिए।,𑂠𑂩𑂫𑂰𑂔़𑂵 𑂍𑂷 𑂥𑂁𑂠 𑂍𑂩 𑂠𑂲𑂔𑂱𑂉।
She gave him a watch,उसने उसे एक घड़ी दी।,𑂇𑂮𑂢𑂵 𑂇𑂮𑂵 𑂉𑂍 𑂐𑂙़𑂲 𑂠𑂲।
She wore a red dress,उसने लाल रंग के कपड़े पहने थे।,𑂇𑂮𑂢𑂵 𑂪𑂰𑂪 𑂩𑂁𑂏 𑂍𑂵 𑂍𑂣𑂙़𑂵 𑂣𑂯𑂢𑂵 𑂟𑂵।
She wore a red dress,उसने लाल ड्रेस पहनी थी।,𑂇𑂮𑂢𑂵 𑂪𑂰𑂪 𑂙𑂹𑂩𑂵𑂮 𑂣𑂯𑂢𑂲 𑂟𑂲।
That's his specialty,वह उसकी ख़ासियत है।,𑂫𑂯 𑂇𑂮𑂍𑂲 𑂎़𑂰𑂮𑂱𑂨𑂞 𑂯𑂶।
The house is haunted,इस घर में भूत है।,𑂅𑂮 𑂐𑂩 𑂧𑂵𑂁 𑂦𑂴𑂞 𑂯𑂶।
The house was ablaze,घर आग में लिपटा हुआ था।,𑂐𑂩 𑂄𑂏 𑂧𑂵𑂁 𑂪𑂱𑂣𑂗𑂰 𑂯𑂳𑂄 𑂟𑂰।
The man looked at me,उस आदमी ने मेरी ओर देखा।,𑂇𑂮 𑂄𑂠𑂧𑂲 𑂢𑂵 𑂧𑂵𑂩𑂲 𑂋𑂩 𑂠𑂵𑂎𑂰।
The sheets feel damp,चादरें गीलीं लगतीं हैं।,𑂒𑂰𑂠𑂩𑂵𑂁 𑂏𑂲𑂪𑂲𑂁 𑂪𑂏𑂞𑂲𑂁 𑂯𑂶𑂁।
The water pipe burst,पानी का पाइप फट गया।,𑂣𑂰𑂢𑂲 𑂍𑂰 𑂣𑂰𑂅𑂣 𑂤𑂗 𑂏𑂨𑂰।
These books are mine,ये किताबें मेरीं हैं।,𑂨𑂵 𑂍𑂱𑂞𑂰𑂥𑂵𑂁 𑂧𑂵𑂩𑂲𑂁 𑂯𑂶𑂁।
These shoes are hers,यह जूते उसके हैं।,𑂨𑂯 𑂔𑂴𑂞𑂵 𑂇𑂮𑂍𑂵 𑂯𑂶𑂁।
They went to the zoo,वे ज़ू गए थे।,𑂫𑂵 𑂔़𑂴 𑂏𑂉 𑂟𑂵।
This feels like silk,यह रेशम जैसा लगता है।,𑂨𑂯 𑂩𑂵𑂬𑂧 𑂔𑂶𑂮𑂰 𑂪𑂏𑂞𑂰 𑂯𑂶।
This watch is broken,यह घड़ी टूटी हुई है।,𑂨𑂯 𑂐𑂙़𑂲 𑂗𑂴𑂗𑂲 𑂯𑂳𑂆 𑂯𑂶।
Time goes by quickly,समय तेज़ी से बीतता है।,𑂮𑂧𑂨 𑂞𑂵𑂔़𑂲 𑂮𑂵 𑂥𑂲𑂞𑂞𑂰 𑂯𑂶।
Wash your hands well,अपने हाथ अच्छे से धोओ।,𑂃𑂣𑂢𑂵 𑂯𑂰𑂟 𑂃𑂒𑂹𑂓𑂵 𑂮𑂵 𑂡𑂷𑂋।
What day is it today,आज कौनसा वार है?,𑂄𑂔 𑂍𑂸𑂢𑂮𑂰 𑂫𑂰𑂩 𑂯𑂶?
What did Galileo see,गैलीलियो ने क्या देखा?,𑂏𑂶𑂪𑂲𑂪𑂱𑂨𑂷 𑂢𑂵 𑂍𑂹𑂨𑂰 𑂠𑂵𑂎𑂰?
What did Galileo see,गैलीलियो को क्या दिखा?,𑂏𑂶𑂪𑂲𑂪𑂱𑂨𑂷 𑂍𑂷 𑂍𑂹𑂨𑂰 𑂠𑂱𑂎𑂰?
What does it contain,इसमें क्या है?,𑂅𑂮𑂧𑂵𑂁 𑂍𑂹𑂨𑂰 𑂯𑂶?
When did you see her,तुमने उसे कब देखा था?,𑂞𑂳𑂧𑂢𑂵 𑂇𑂮𑂵 𑂍𑂥 𑂠𑂵𑂎𑂰 𑂟𑂰?
When will you return,तुम कब लौट कर आओगे?,𑂞𑂳𑂧 𑂍𑂥 𑂪𑂸𑂗 𑂍𑂩 𑂄𑂋𑂏𑂵?
Where is the problem,मुश्किल क्या है?,𑂧𑂳𑂬𑂹𑂍𑂱𑂪 𑂍𑂹𑂨𑂰 𑂯𑂶?
Where is the problem,मुश्किल कहाँ है?,𑂧𑂳𑂬𑂹𑂍𑂱𑂪 𑂍𑂯𑂰𑂀 𑂯𑂶?
Where is your father,तुम्हारे पिता कहाँ हैं?,𑂞𑂳𑂧𑂹𑂯𑂰𑂩𑂵 𑂣𑂱𑂞𑂰 𑂍𑂯𑂰𑂀 𑂯𑂶𑂁?
Will you go by train,तुम रेलगाड़ी से जाओगे क्या?,𑂞𑂳𑂧 𑂩𑂵𑂪𑂏𑂰𑂙़𑂲 𑂮𑂵 𑂔𑂰𑂋𑂏𑂵 𑂍𑂹𑂨𑂰?
You can't prove that,तुम वह साबित नहीं कर सकते।,𑂞𑂳𑂧 𑂫𑂯 𑂮𑂰𑂥𑂱𑂞 𑂢𑂯𑂲𑂁 𑂍𑂩 𑂮𑂍𑂞𑂵।
You look happy today,तुम आज खुश लगते हो।,𑂞𑂳𑂧 𑂄𑂔 𑂎𑂳𑂬 𑂪𑂏𑂞𑂵 𑂯𑂷।
Your dog is very big,तुम्हारा कुत्ता बहुत बड़ा है।,𑂞𑂳𑂧𑂹𑂯𑂰𑂩𑂰 𑂍𑂳𑂞𑂹𑂞𑂰 𑂥𑂯𑂳𑂞 𑂥𑂙़𑂰 𑂯𑂶।
Your dog is very fat,तुम्हारा कुत्ता बहुत मोटा है।,𑂞𑂳𑂧𑂹𑂯𑂰𑂩𑂰 𑂍𑂳𑂞𑂹𑂞𑂰 𑂥𑂯𑂳𑂞 𑂧𑂷𑂗𑂰 𑂯𑂶।
Can I use your pencil,मैं तुम्हारी पेनसिल इस्तेमाल कर सकता हूँ क्या?,𑂧𑂶𑂁 𑂞𑂳𑂧𑂹𑂯𑂰𑂩𑂲 𑂣𑂵𑂢𑂮𑂱𑂪 𑂅𑂮𑂹𑂞𑂵𑂧𑂰𑂪 𑂍𑂩 𑂮𑂍𑂞𑂰 𑂯𑂴𑂀 𑂍𑂹𑂨𑂰?
Can the rumor be true,क्या यह अफ़वाह सच हो सकती है?,𑂍𑂹𑂨𑂰 𑂨𑂯 𑂃𑂤़𑂫𑂰𑂯 𑂮𑂒 𑂯𑂷 𑂮𑂍𑂞𑂲 𑂯𑂶?
Can you keep a secret,तुम राज़ रख सकते हो क्या?,𑂞𑂳𑂧 𑂩𑂰𑂔़ 𑂩𑂎 𑂮𑂍𑂞𑂵 𑂯𑂷 𑂍𑂹𑂨𑂰?
Did you see my camera,तुमने मेरा कैमरा देखा क्या?,𑂞𑂳𑂧𑂢𑂵 𑂧𑂵𑂩𑂰 𑂍𑂶𑂧𑂩𑂰 𑂠𑂵𑂎𑂰 𑂍𑂹𑂨𑂰?
Do you believe in God,क्या तुम भगवान में विश्वास करते हो?,𑂍𑂹𑂨𑂰 𑂞𑂳𑂧 𑂦𑂏𑂫𑂰𑂢 𑂧𑂵𑂁 𑂫𑂱𑂬𑂹𑂫𑂰𑂮 𑂍𑂩𑂞𑂵 𑂯𑂷?
Do you know your size,क्या आपको अपना नाप पता है?,𑂍𑂹𑂨𑂰 𑂄𑂣𑂍𑂷 𑂃𑂣𑂢𑂰 𑂢𑂰𑂣 𑂣𑂞𑂰 𑂯𑂶?
Do you like this book,क्या तुम्हें यह किताब पसंद है ?,𑂍𑂹𑂨𑂰 𑂞𑂳𑂧𑂹𑂯𑂵𑂁 𑂨𑂯 𑂍𑂱𑂞𑂰𑂥 𑂣𑂮𑂁𑂠 𑂯𑂶 ?
Does he speak English,वह अंग्रेज़ी बोलता है क्या?,𑂫𑂯 𑂃𑂁𑂏𑂹𑂩𑂵𑂔़𑂲 𑂥𑂷𑂪𑂞𑂰 𑂯𑂶 𑂍𑂹𑂨𑂰?
Don't be disappointed,निराश मत हो।,𑂢𑂱𑂩𑂰𑂬 𑂧𑂞 𑂯𑂷।
Fat hens lay few eggs,मोटी मुर्गियाँ कम अंडे देतीं हैं।,𑂧𑂷𑂗𑂲 𑂧𑂳𑂩𑂹𑂏𑂱𑂨𑂰𑂀 𑂍𑂧 𑂃𑂁𑂙𑂵 𑂠𑂵𑂞𑂲𑂁 𑂯𑂶𑂁।
Has the bell rung yet,घंटी बज चुकी है क्या?,𑂐𑂁𑂗𑂲 𑂥𑂔 𑂒𑂳𑂍𑂲 𑂯𑂶 𑂍𑂹𑂨𑂰?
He accepted our offer,उसने हमारा प्रस्ताव स्वीकार कर लिया।,𑂇𑂮𑂢𑂵 𑂯𑂧𑂰𑂩𑂰 𑂣𑂹𑂩𑂮𑂹𑂞𑂰𑂫 𑂮𑂹𑂫𑂲𑂍𑂰𑂩 𑂍𑂩 𑂪𑂱𑂨𑂰।
He became a policeman,वह पुलिस अफ़सर बन गया।,𑂫𑂯 𑂣𑂳𑂪𑂱𑂮 𑂃𑂤़𑂮𑂩 𑂥𑂢 𑂏𑂨𑂰।
He became a policeman,वह पुलिसवाला बन गया।,𑂫𑂯 𑂣𑂳𑂪𑂱𑂮𑂫𑂰𑂪𑂰 𑂥𑂢 𑂏𑂨𑂰।
He climbed the stairs,वह सीड़ियों पर चढ़ गया।,𑂫𑂯 𑂮𑂲𑂙़𑂱𑂨𑂷𑂁 𑂣𑂩 𑂒𑂛़ 𑂏𑂨𑂰।
He deals in furniture,वो फ़र्निचर का व्यापार करता है।,𑂫𑂷 𑂤़𑂩𑂹𑂢𑂱𑂒𑂩 𑂍𑂰 𑂫𑂹𑂨𑂰𑂣𑂰𑂩 𑂍𑂩𑂞𑂰 𑂯𑂶।
He got a lot of money,उसे बहुत सारा पैसा मिला।,𑂇𑂮𑂵 𑂥𑂯𑂳𑂞 𑂮𑂰𑂩𑂰 𑂣𑂶𑂮𑂰 𑂧𑂱𑂪𑂰।
He has a little money,उसके पास थोड़े-बहुत पैसे हैं।,𑂇𑂮𑂍𑂵 𑂣𑂰𑂮 𑂟𑂷𑂙़𑂵-𑂥𑂯𑂳𑂞 𑂣𑂶𑂮𑂵 𑂯𑂶𑂁।
He has a lot of money,वह बहुत पैसेवाला है।,𑂫𑂯 𑂥𑂯𑂳𑂞 𑂣𑂶𑂮𑂵𑂫𑂰𑂪𑂰 𑂯𑂶।
He is a sharp-shooter,उसका निशाना बहुत अच्छा है।,𑂇𑂮𑂍𑂰 𑂢𑂱𑂬𑂰𑂢𑂰 𑂥𑂯𑂳𑂞 𑂃𑂒𑂹𑂓𑂰 𑂯𑂶।
"He is poor, but happy","वह गरीब है, पर खुश है।","𑂫𑂯 𑂏𑂩𑂲𑂥 𑂯𑂶, 𑂣𑂩 𑂎𑂳𑂬 𑂯𑂶।"
He is tall and strong,वह लम्बा और ताकतवर है।,𑂫𑂯 𑂪𑂧𑂹𑂥𑂰 𑂌𑂩 𑂞𑂰𑂍𑂞𑂫𑂩 𑂯𑂶।
He knows us very well,वह हमको अच्छी तरह से जानता है।,𑂫𑂯 𑂯𑂧𑂍𑂷 𑂃𑂒𑂹𑂓𑂲 𑂞𑂩𑂯 𑂮𑂵 𑂔𑂰𑂢𑂞𑂰 𑂯𑂶।
He looks like a horse,वह दिखने में घोड़े की तरह लगता है।,𑂫𑂯 𑂠𑂱𑂎𑂢𑂵 𑂧𑂵𑂁 𑂐𑂷𑂙़𑂵 𑂍𑂲 𑂞𑂩𑂯 𑂪𑂏𑂞𑂰 𑂯𑂶।
He must be over sixty,वे कम-से-कम साठ बरस के तो होंगे।,𑂫𑂵 𑂍𑂧-𑂮𑂵-𑂍𑂧 𑂮𑂰𑂘 𑂥𑂩𑂮 𑂍𑂵 𑂞𑂷 𑂯𑂷𑂁𑂏𑂵।
He sang while working,उसने गाते गाते काम किया।,𑂇𑂮𑂢𑂵 𑂏𑂰𑂞𑂵 𑂏𑂰𑂞𑂵 𑂍𑂰𑂧 𑂍𑂱𑂨𑂰।
He was my dear friend,वह मेरा अच्छा दोस्त था।,𑂫𑂯 𑂧𑂵𑂩𑂰 𑂃𑂒𑂹𑂓𑂰 𑂠𑂷𑂮𑂹𑂞 𑂟𑂰।
He was sick last week,वह पिछले हफ़्ते बीमार था।,𑂫𑂯 𑂣𑂱𑂓𑂪𑂵 𑂯𑂤़𑂹𑂞𑂵 𑂥𑂲𑂧𑂰𑂩 𑂟𑂰।
He won the race again,उसने प्रतियोगिता फिरसे जीत ली।,𑂇𑂮𑂢𑂵 𑂣𑂹𑂩𑂞𑂱𑂨𑂷𑂏𑂱𑂞𑂰 𑂤𑂱𑂩𑂮𑂵 𑂔𑂲𑂞 𑂪𑂲।
He writes beautifully,वह सुंदर लिखता है।,𑂫𑂯 𑂮𑂳𑂁𑂠𑂩 𑂪𑂱𑂎𑂞𑂰 𑂯𑂶।
How do you feel today,तुम्हे आज कैसा लग रहा है?,𑂞𑂳𑂧𑂹𑂯𑂵 𑂄𑂔 𑂍𑂶𑂮𑂰 𑂪𑂏 𑂩𑂯𑂰 𑂯𑂶?
I am grateful to them,मैं उनका आभारी हूँ।,𑂧𑂶𑂁 𑂇𑂢𑂍𑂰 𑂄𑂦𑂰𑂩𑂲 𑂯𑂴𑂀।
I am poor at swimming,मुझे ढंग से तैरना नहीं आता।,𑂧𑂳𑂕𑂵 𑂛𑂁𑂏 𑂮𑂵 𑂞𑂶𑂩𑂢𑂰 𑂢𑂯𑂲𑂁 𑂄𑂞𑂰।
I am tired of my work,मैं अपने काम से थक चुका हूँ।,𑂧𑂶𑂁 𑂃𑂣𑂢𑂵 𑂍𑂰𑂧 𑂮𑂵 𑂟𑂍 𑂒𑂳𑂍𑂰 𑂯𑂴𑂀।
I can't let you leave,आपको जाने नहीं दे सकता हूँ।,𑂄𑂣𑂍𑂷 𑂔𑂰𑂢𑂵 𑂢𑂯𑂲𑂁 𑂠𑂵 𑂮𑂍𑂞𑂰 𑂯𑂴𑂀।
I dove into the river,मैंने नदी में छलाँग लगाकर डुबकी ली।,𑂧𑂶𑂁𑂢𑂵 𑂢𑂠𑂲 𑂧𑂵𑂁 𑂓𑂪𑂰𑂀𑂏 𑂪𑂏𑂰𑂍𑂩 𑂙𑂳𑂥𑂍𑂲 𑂪𑂲।
I have made him angry,मैंने उसे गुस्सा कर दिया है।,𑂧𑂶𑂁𑂢𑂵 𑂇𑂮𑂵 𑂏𑂳𑂮𑂹𑂮𑂰 𑂍𑂩 𑂠𑂱𑂨𑂰 𑂯𑂶।
"I live in Boston, too",मैं भी बॉस्टन में ही रहता हूँ।,𑂧𑂶𑂁 𑂦𑂲 𑂥ॉ𑂮𑂹𑂗𑂢 𑂧𑂵𑂁 𑂯𑂲 𑂩𑂯𑂞𑂰 𑂯𑂴𑂀।
I made him my servant,मैंने उसे अपना नौकर बना लिया।,𑂧𑂶𑂁𑂢𑂵 𑂇𑂮𑂵 𑂃𑂣𑂢𑂰 𑂢𑂸𑂍𑂩 𑂥𑂢𑂰 𑂪𑂱𑂨𑂰।
I never liked biology,मुझे जीव विज्ञान कभी भी पसंद नहीं था।,𑂧𑂳𑂕𑂵 𑂔𑂲𑂫 𑂫𑂱𑂔𑂹𑂖𑂰𑂢 𑂍𑂦𑂲 𑂦𑂲 𑂣𑂮𑂁𑂠 𑂢𑂯𑂲𑂁 𑂟𑂰।
I ran away in a hurry,मैं हड़बड़ी में दौड़ गया।,𑂧𑂶𑂁 𑂯𑂙़𑂥𑂙़𑂲 𑂧𑂵𑂁 𑂠𑂸𑂙़ 𑂏𑂨𑂰।
I want to visit Korea,मैं कोरिया जाना चाहता हूँ।,𑂧𑂶𑂁 𑂍𑂷𑂩𑂱𑂨𑂰 𑂔𑂰𑂢𑂰 𑂒𑂰𑂯𑂞𑂰 𑂯𑂴𑂀।
I'm too tired to walk,मैं इतना थक गया हूँ कि मुझसे और चला नहीं जाएगा।,𑂧𑂶𑂁 𑂅𑂞𑂢𑂰 𑂟𑂍 𑂏𑂨𑂰 𑂯𑂴𑂀 𑂍𑂱 𑂧𑂳𑂕𑂮𑂵 𑂌𑂩 𑂒𑂪𑂰 𑂢𑂯𑂲𑂁 𑂔𑂰𑂉𑂏𑂰।
I've made my decision,मैं फ़ैसला कर चुका हूँ।,𑂧𑂶𑂁 𑂤़𑂶𑂮𑂪𑂰 𑂍𑂩 𑂒𑂳𑂍𑂰 𑂯𑂴𑂀।
Is Mary your daughter,क्या मैरी तुम्हारी बेटी है?,𑂍𑂹𑂨𑂰 𑂧𑂶𑂩𑂲 𑂞𑂳𑂧𑂹𑂯𑂰𑂩𑂲 𑂥𑂵𑂗𑂲 𑂯𑂶?
Is your watch correct,तुम्हारी घड़ी सही है क्या?,𑂞𑂳𑂧𑂹𑂯𑂰𑂩𑂲 𑂐𑂙़𑂲 𑂮𑂯𑂲 𑂯𑂶 𑂍𑂹𑂨𑂰?
It will snow tomorrow,कल बरफ़ पड़ेगी।,𑂍𑂪 𑂥𑂩𑂤़ 𑂣𑂙़𑂵𑂏𑂲।
Let's start the party,पार्टी शुरू करते हैं।,𑂣𑂰𑂩𑂹𑂗𑂲 𑂬𑂳𑂩𑂴 𑂍𑂩𑂞𑂵 𑂯𑂶𑂁।
Make yourself at home,इसको अपना घर ही समझो।,𑂅𑂮𑂍𑂷 𑂃𑂣𑂢𑂰 𑂐𑂩 𑂯𑂲 𑂮𑂧𑂕𑂷।
May comes after April,मई अप्रैल के बाद आता है।,𑂧𑂆 𑂃𑂣𑂹𑂩𑂶𑂪 𑂍𑂵 𑂥𑂰𑂠 𑂄𑂞𑂰 𑂯𑂶।
My car is not running,मेरी गाड़ी चल नहीं रही है।,𑂧𑂵𑂩𑂲 𑂏𑂰𑂙़𑂲 𑂒𑂪 𑂢𑂯𑂲𑂁 𑂩𑂯𑂲 𑂯𑂶।
My eye has swollen up,मेरी आँख सूज गई है।,𑂧𑂵𑂩𑂲 𑂄𑂀𑂎 𑂮𑂴𑂔 𑂏𑂆 𑂯𑂶।
Not all birds can fly,सारे पंछी उड़ नहीं सकते।,𑂮𑂰𑂩𑂵 𑂣𑂁𑂓𑂲 𑂇𑂙़ 𑂢𑂯𑂲𑂁 𑂮𑂍𑂞𑂵।
Please close the door,दरवाज़े को बंद कर दीजिए।,𑂠𑂩𑂫𑂰𑂔़𑂵 𑂍𑂷 𑂥𑂁𑂠 𑂍𑂩 𑂠𑂲𑂔𑂱𑂉।
Please leave me alone,मुझे अकेला छोड़ दीजिए।,𑂧𑂳𑂕𑂵 𑂃𑂍𑂵𑂪𑂰 𑂓𑂷𑂙़ 𑂠𑂲𑂔𑂱𑂉।
Please throw the ball,गेंद फेंकिए।,𑂏𑂵𑂁𑂠 𑂤𑂵𑂁𑂍𑂱𑂉।
Put it where you like,जहाँ भी डालना है डालदो।,𑂔𑂯𑂰𑂀 𑂦𑂲 𑂙𑂰𑂪𑂢𑂰 𑂯𑂶 𑂙𑂰𑂪𑂠𑂷।
Put it where you like,जहाँ भी रखना है रखदो।,𑂔𑂯𑂰𑂀 𑂦𑂲 𑂩𑂎𑂢𑂰 𑂯𑂶 𑂩𑂎𑂠𑂷।
Put it where you like,जहाँ भी घुसाना है घुसादो।,𑂔𑂯𑂰𑂀 𑂦𑂲 𑂐𑂳𑂮𑂰𑂢𑂰 𑂯𑂶 𑂐𑂳𑂮𑂰𑂠𑂷।
She always works hard,वह हमेशा मन लगाकर काम करती है।,𑂫𑂯 𑂯𑂧𑂵𑂬𑂰 𑂧𑂢 𑂪𑂏𑂰𑂍𑂩 𑂍𑂰𑂧 𑂍𑂩𑂞𑂲 𑂯𑂶।
She asked me for help,उसने मुझसे मदद मांगी।,𑂇𑂮𑂢𑂵 𑂧𑂳𑂕𑂮𑂵 𑂧𑂠𑂠 𑂧𑂰𑂁𑂏𑂲।
She got me a tiny toy,वह मेरे लिए एक नन्हा सा खिलौना खरीद लाई।,𑂫𑂯 𑂧𑂵𑂩𑂵 𑂪𑂱𑂉 𑂉𑂍 𑂢𑂢𑂹𑂯𑂰 𑂮𑂰 𑂎𑂱𑂪𑂸𑂢𑂰 𑂎𑂩𑂲𑂠 𑂪𑂰𑂆।
She hated her husband,वह अपने पति से नफ़रत करती थी।,𑂫𑂯 𑂃𑂣𑂢𑂵 𑂣𑂞𑂱 𑂮𑂵 𑂢𑂤़𑂩𑂞 𑂍𑂩𑂞𑂲 𑂟𑂲।
She is five years old,वह पाँच साल की है।,𑂫𑂯 𑂣𑂰𑂀𑂒 𑂮𑂰𑂪 𑂍𑂲 𑂯𑂶।
She lived a long life,उसने लम्बी ज़िन्दगी जी।,𑂇𑂮𑂢𑂵 𑂪𑂧𑂹𑂥𑂲 𑂔़𑂱𑂢𑂹𑂠𑂏𑂲 𑂔𑂲।
She's a stubborn girl,वह एक ज़िद्दी लड़की है।,𑂫𑂯 𑂉𑂍 𑂔़𑂱𑂠𑂹𑂠𑂲 𑂪𑂙़𑂍𑂲 𑂯𑂶।
Sit wherever you like,कहीं भी बैठ जाओ।,𑂍𑂯𑂲𑂁 𑂦𑂲 𑂥𑂶𑂘 𑂔𑂰𑂋।
Tell me what happened,मुझे बताओ क्या हुआ।,𑂧𑂳𑂕𑂵 𑂥𑂞𑂰𑂋 𑂍𑂹𑂨𑂰 𑂯𑂳𑂄।
The lake is deep here,झील यहाँ पर बहुत गहरी है।,𑂕𑂲𑂪 𑂨𑂯𑂰𑂀 𑂣𑂩 𑂥𑂯𑂳𑂞 𑂏𑂯𑂩𑂲 𑂯𑂶।
The man lost all hope,उस आदमी ने सारी उम्मीद छोड़दी।,𑂇𑂮 𑂄𑂠𑂧𑂲 𑂢𑂵 𑂮𑂰𑂩𑂲 𑂇𑂧𑂹𑂧𑂲𑂠 𑂓𑂷𑂙़𑂠𑂲।
The station is nearby,स्टेशन पास में है।,𑂮𑂹𑂗𑂵𑂬𑂢 𑂣𑂰𑂮 𑂧𑂵𑂁 𑂯𑂶।
They hated each other,वे एक-दूसरे से नफ़रत करते थे।,𑂫𑂵 𑂉𑂍-𑂠𑂴𑂮𑂩𑂵 𑂮𑂵 𑂢𑂤़𑂩𑂞 𑂍𑂩𑂞𑂵 𑂟𑂵।
